"Freq [GHz]","Y(1,1) [mSie]"
6.39698492462312,5.29358586847059e-06 + 1.29772815716791i
6.41206030150754,5.0133227117534e-06 + 1.31040781992972i
6.42713567839196,4.75776574970836e-06 + 1.3230520693528i
6.44221105527638,4.52404617487898e-06 + 1.3356622443182i
6.4572864321608,4.30970450829987e-06 + 1.34823954701291i
6.47236180904523,4.11262196875563e-06 + 1.3607850617825i
6.48743718592965,3.93096494670613e-06 + 1.37329977091464i
6.50251256281407,3.76313985895237e-06 + 1.38578456792235i
6.51758793969849,3.60775614260203e-06 + 1.39824026877811i
6.53266331658291,3.46359576870345e-06 + 1.41066762145926i
6.54773869346734,3.32958803390387e-06 + 1.42306731409446i
6.56281407035176,3.20478852829669e-06 + 1.43543998194521i
6.57788944723618,3.08836155612707e-06 + 1.447786213413i
6.5929648241206,2.97956536987002e-06 + 1.46010655522745i
6.60804020100502,2.87773968490694e-06 + 1.47240151694341i
6.62311557788945,2.78229511251951e-06 + 1.48467157485241i
6.63819095477387,2.69270415641859e-06 + 1.49691717539592i
6.65326633165829,2.60849352449316e-06 + 1.50913873815322i
6.66834170854271,2.52923754236888e-06 + 1.52133665846482i
6.68341708542714,2.4545524793171e-06 + 1.53351130974241i
6.69849246231156,2.384091637382e-06 + 1.54566304550865i
6.71356783919598,2.31754115363327e-06 + 1.55779220120289i
6.7286432160804,2.25461626463701e-06 + 1.56989909578407i
6.74371859296483,2.19505816223021e-06 + 1.58198403315687i
6.75879396984925,2.13863113475152e-06 + 1.5940473034437i
6.77386934673367,2.08512017065453e-06 + 1.60608918412184i
6.78894472361809,2.03432876205591e-06 + 1.6181099410422i
6.80402010050251,1.98607703386879e-06 + 1.63010982934395i
6.81909547738694,1.94020007407949e-06 + 1.6420890942775i
6.83417085427136,1.89654643639055e-06 + 1.65404797194636i
6.84924623115578,1.85497686553533e-06 + 1.66598668997722i
6.8643216080402,1.81536309587088e-06 + 1.67790546812641i
6.87939698492462,1.77758684245798e-06 + 1.68980451882962i
6.89447236180905,1.74153889085799e-06 + 1.70168404770128i
6.90954773869347,1.70711822982721e-06 + 1.71354425398877i
6.92462311557789,1.67423135954677e-06 + 1.72538533098646i
6.93969849246231,1.64279159693252e-06 + 1.73720746641362i
6.95477386934673,1.61271851453872e-06 + 1.74901084275985i
6.96984924623116,1.58393738504106e-06 + 1.76079563760156i
6.98492462311558,1.55637868872808e-06 + 1.77256202389202i
7,1.52997772245774e-06 + 1.78431017022791i
